Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,Resource Type,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Format,Information,Download,ID,Identifier,Provider,Code,Member Of,Is Part Of,Rights,Accrual Method,Date Accessioned,Access Rights
BPTC GTFS Feed [Indiana--Bloomington],BPTC GTFS Feed,,eng,data.bloomington.in.gov,Indiana--Bloomington,Datasets,Vector data,2022-07-05,Continually updated resource,,Indiana--Bloomington|Indiana,"-86.592,39.121,-86.471,39.221",Shapefile,https://data.bloomington.in.gov/d/gief-ttiy,https://data.bloomington.in.gov/download/gief-ttiy/application/zip,gief-ttiy,https://data.bloomington.in.gov/api/views/gief-ttiy,"City of Bloomington, Indiana Open Data Portal",01c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,01c-01,,Socrata,2024-05-28,Public
CTA - System Information - Developer Tool: GTFS Data [Illinois--Chicago],CTA - System Information - Developer Tool: GTFS Data,"General Transit Feed Specification (formerly ""Google Transit Feed Specification"") data package for CTA system, including stops, route patterns and full service schedule.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-08-02,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/sp6w-yusg,http://www.transitchicago.com/downloads/sch_data/google_transit.zip,sp6w-yusg,https://data.cityofchicago.org/api/views/sp6w-yusg,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Cook County - Cemetaries [Illinois--Chicago],Cook County - Cemetaries,"Cemetaries located in Cook County. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-22,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/t64e-x7nt,https://data.cityofchicago.org/download/t64e-x7nt/application/zip,t64e-x7nt,https://data.cityofchicago.org/api/views/t64e-x7nt,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Landmark Districts [Illinois--Chicago],Boundaries - Landmark Districts,"Landmark district boundaries in Chicago. To view or use these files, compression software and special GIS software, such as Esri ArcGIS, are required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/t8pq-wu86,https://data.cityofchicago.org/download/t8pq-wu86/application/zip,t8pq-wu86,https://data.cityofchicago.org/api/views/t8pq-wu86,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Police Stations - Shapefiles [Illinois--Chicago],Police Stations - Shapefiles,"Chicago Police district station locations. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required. To download, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-07-19,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/tc9m-x6u6,https://data.cityofchicago.org/download/tc9m-x6u6/application/zip,tc9m-x6u6,https://data.cityofchicago.org/api/views/tc9m-x6u6,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Planning Regions (Deprecated March ) [Illinois--Chicago] {2020},Boundaries - Planning Regions (Deprecated March 2020),"OUTDATED. See the current data at https://data.cityofchicago.org/d/spyv-p8fk. Planning region boundaries in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,2020,2020-2020,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/tcpk-wbgm,https://data.cityofchicago.org/download/tcpk-wbgm/application/zip,tcpk-wbgm,https://data.cityofchicago.org/api/views/tcpk-wbgm,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Parks - Facilities & Features - Shapefiles [Illinois--Chicago],Parks - Facilities & Features - Shapefiles,"Facilities and features in Chicago parks. For more information, visit http://www.chicagoparkdistrict.com/facilities/search/. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS or QGIS, is required. To download this file, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-02-08,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/thkh-m6bg,https://data.cityofchicago.org/download/thkh-m6bg/application/zip,thkh-m6bg,https://data.cityofchicago.org/api/views/thkh-m6bg,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Chicago Historic Resources Survey - Red and Orange Buildings [Illinois--Chicago],Chicago Historic Resources Survey - Red and Orange Buildings,"The Chicago Historic Resources Survey (CHRS), completed in 1995, was a decade-long research effort by the City of Chicago to analyze the historic and architectural importance of all buildings, objects, structures, and sites constructed in the city prior to 1940. During 12 years of field work and follow-up research that started in 1983, CHRS surveyors identified approximately 9,900 properties which were considered to have some historic or architectural importance. Please note that this CHRS dataset is limited and does not include the entire survey: 1.	A color-coded ranking system was used to identify historic and architectural significance relative to age, degree of external physical integrity, and level of possible significance. This dataset only includes buildings identified with the two highest color codes: ""Red"" and ""Orange."" Buildings and structures coded ""Red"" or ""Orange"" (unless designated as a Chicago Landmark or located within a Chicago Landmark District) are subject to the City of Chicago's Demolition-Delay Ordinance (link to: http://www.cityofchicago.org/city/en/depts/dcd/supp_info/demolition_delay.html), adopted by City Council in 2003. 2.	Only buildings are included in this dataset; structures and objects such as bridges, park structures, monuments and mausoleums, generally are not represented. Likewise, garages, coach houses, and other secondary structures associated with a building may not be consistently depicted or color-coded. If an ""Orange""- or ""Red""-rated building was demolished after 2008, it may still appear in the map. The CHRS occasionally rated only part of a building or part of a group of joined buildings as ""Orange"" or ""Red;"" however the entire building or group of joined buildings may be incorrectly identified as ""Orange"" or ""Red."" Additional information about the CHRS is available at www.cityofchicago.org/Landmarks/ or by contacting the Historic Preservation Division at (312) 744-3200. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS or QGIS, is required. To download this file, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-03-09,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/ty7a-2bxt,https://data.cityofchicago.org/download/ty7a-2bxt/application/zip,ty7a-2bxt,https://data.cityofchicago.org/api/views/ty7a-2bxt,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Parks - Chicago Park District Buildings (current) [Illinois--Chicago],Parks - Chicago Park District Buildings (current),"Inventory of buildings located on Chicago Park District premises as of November 4, 2016.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2015-03-19,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/u7uu-j2ma,https://data.cityofchicago.org/api/geospatial/u7uu-j2ma?method=export&format=Original,u7uu-j2ma,https://data.cityofchicago.org/api/views/u7uu-j2ma,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Zoning Districts - KML (deprecated October ) [Illinois--Chicago] {2014},Boundaries - Zoning Districts - KML (deprecated October 2014),"Zoning district boundaries by type and classification. Chicago is divided into zoning districts that regulate land use activities across the city. Data is based on the Chicago Zoning Ordinance and Land Use Ordinance http://bit.ly/9eqawi. Zoning Types are defined in this ordinance. To view or use these files, special GIS software such Google Earth is required. For additional information about business uses, review the License/Zoning Reference (LZR) Guide http://bit.ly/vvGzne, which is based on the Municipal Code and is intended to assist business owners in determining the proper zoning district and primary business license for specific business types. Update Frequency: Data is updated monthly. Related Applications: Zoning Map https://gisapps.cityofchicago.org/zoning/",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-11-22,2014,2014-2014,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/uati-b8hh,https://data.cityofchicago.org/download/uati-b8hh/application/zip,uati-b8hh,https://data.cityofchicago.org/api/views/uati-b8hh,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Hospitals - Chicago [Illinois--Chicago],Hospitals - Chicago,"Hospitals in Chicago. To view or use these files, compression software, like WinZip, and special GIS software, such as ESRI ArcGIS, is required. The .dbf file may also be opened in Excel, Access or other database programs.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/ucpz-2r55,https://data.cityofchicago.org/download/ucpz-2r55/application/zip,ucpz-2r55,https://data.cityofchicago.org/api/views/ucpz-2r55,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Major Streets [Illinois--Chicago],Major Streets,"Major streets in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/ueqs-5wr6,https://data.cityofchicago.org/download/ueqs-5wr6/application/zip,ueqs-5wr6,https://data.cityofchicago.org/api/views/ueqs-5wr6,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Cook County - Forest Preserve Boundaries [Illinois--Chicago],Cook County - Forest Preserve Boundaries,"Forest Preserve District of Cook County boundaries. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-22,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/v3mp-kdxa,https://data.cityofchicago.org/download/v3mp-kdxa/application/zip,v3mp-kdxa,https://data.cityofchicago.org/api/views/v3mp-kdxa,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Industrial Corridors [Illinois--Chicago],Boundaries - Industrial Corridors,"Industrial corridor boundaries in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/vdsr-p25b,https://data.cityofchicago.org/download/vdsr-p25b/application/zip,vdsr-p25b,https://data.cityofchicago.org/api/views/vdsr-p25b,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Chicago Public Schools - High School Attendance Boundaries SY1516 [Illinois--Chicago],Chicago Public Schools - High School Attendance Boundaries SY1516,"Attendance boundaries for high schools in the Chicago Public Schools district for school year 2015-2016. Generally, all students in the applicable high school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2015-09-03,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/vff3-x5qg,https://data.cityofchicago.org/api/geospatial/vff3-x5qg?method=export&format=Original,vff3-x5qg,https://data.cityofchicago.org/api/views/vff3-x5qg,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Building Footprints (deprecated January ) [Illinois--Chicago] {2013},Building Footprints (deprecated January 2013),"OUTDATED. See the current data at https://data.cityofchicago.org/d/hz9b-7nh8 -- Building footprints in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required. Metadata may be viewed and downloaded at http://bit.ly/HZVDIY.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,2013,2013-2013,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/w2v3-isjw,https://data.cityofchicago.org/download/w2v3-isjw/application/zip,w2v3-isjw,https://data.cityofchicago.org/api/views/w2v3-isjw,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Cook County - Facilities [Illinois--Chicago],Cook County - Facilities,"Cook County facilities. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-22,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/wse8-j3xr,https://data.cityofchicago.org/download/wse8-j3xr/application/zip,wse8-j3xr,https://data.cityofchicago.org/api/views/wse8-j3xr,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Cook County - Forest Preserve Groves [Illinois--Chicago],Cook County - Forest Preserve Groves,"Groves within the Forest Preserve District of Cook County. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-22,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/wvgz-kaas,https://data.cityofchicago.org/download/wvgz-kaas/application/zip,wvgz-kaas,https://data.cityofchicago.org/api/views/wvgz-kaas,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Wards () [Illinois--Chicago] {2003-2015},Boundaries - Wards (2003-2015),"Ward boundaries in Chicago from May 2003 to May 2015, corresponding to the dates when a new City Council is sworn in, based on the immediately preceding elections. Neither this description nor the dataset should be relied upon in situations where legal precision is required. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2013-01-07,2003-2015,2003-2015,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/xt4z-bnwh,https://data.cityofchicago.org/api/geospatial/xt4z-bnwh?method=export&format=Original,xt4z-bnwh,https://data.cityofchicago.org/api/views/xt4z-bnwh,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Street Center Lines  (Deprecated July ) [Illinois--Chicago] {2013},Street Center Lines  (Deprecated July 2013),"OUTDATED. See the current data at https://data.cityofchicago.org/d/6imu-meau -- Street center lines in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required. Metadata may be viewed and downloaded at http://bit.ly/HLdp8B.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,2013,2013-2013,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/xy4z-b6aa,https://data.cityofchicago.org/download/xy4z-b6aa/application/zip,xy4z-b6aa,https://data.cityofchicago.org/api/views/xy4z-b6aa,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Cook County - Forest Preserve Shelters [Illinois--Chicago],Cook County - Forest Preserve Shelters,"Shelters within the Forest Preserve District of Cook County. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-22,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/ykyc-m3g8,https://data.cityofchicago.org/download/ykyc-m3g8/application/zip,ykyc-m3g8,https://data.cityofchicago.org/api/views/ykyc-m3g8,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
National Register of Historic Places [Illinois--Chicago],National Register of Historic Places,"This dataset includes buildings and districts in Chicago which are listed on the National Register of Historic Places (NRHP) or designated as National Historic Landmarks (NHL). The NRHP is the official list of the Nation's historic places worthy of preservation; NHLs are nationally significant historic places designated by the Secretary of the Interior because they possess exceptional value or quality in illustrating or interpreting the heritage of the United States. The NRHP and NHL programs are federally-established and are administered by the National Park Service (www.nps/gov/nr) and the Illinois Historic Preservation Agency (IHPA, www.illinoishistory.gov/). This dataset is provided by the City of Chicago based on NRHP and NHL nominations provided by IHPA. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS or QGIS, is required. To download this file, right-click the ""Download"" link above and choose ""Save link as."" Time Period: Data is current as of June 2012. Update Frequency: Data is updated as needed.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-03-09,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/yw5d-szpx,https://data.cityofchicago.org/download/yw5d-szpx/application/zip,yw5d-szpx,https://data.cityofchicago.org/api/views/yw5d-szpx,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Sidewalks - KML [Illinois--Chicago],Sidewalks - KML,"Sidewalks in Chicago. To view or use this KMZ file, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required. To download this file, right-click the ""Download"" link above and choose ""Save link as."" Note this is a draft file and may be updated periodically.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-12-01,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/zujh-2pbv,https://data.cityofchicago.org/download/zujh-2pbv/application/zip,zujh-2pbv,https://data.cityofchicago.org/api/views/zujh-2pbv,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
