Title,Alternative Title,Description,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
Map of the coast of Maine (western part),Map of the coast of Maine (western part),,eng,,", 1993",,,1893,,1893-1893,Maine,,https://umedia.lib.umn.edu/item/p16022coll230:4105,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4105,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4105/manifest.json,UMN_ALMA:9976369196401701,p16022coll230:4105,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Path map of the eastern part of Mount Desert Island, Maine","Path map of the eastern part of Mount Desert Island, Maine",,eng,,Walker Lith. & Pub. Co (Boston),,Forest Reserves|Trails,1909,,1909-1909,Maine,,https://umedia.lib.umn.edu/item/p16022coll230:4106,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4106,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4106/manifest.json,UMN_ALMA:9976369196501701,p16022coll230:4106,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Geologic map and sections of the Marquette iron-bearing district, Michigan","Geologic map and sections of the Marquette iron-bearing district, Michigan",,eng,,"A. Hoen & Company Ltd (Baltimore, Md)",,Geology,1910,,1910-1910,Michigan,,https://umedia.lib.umn.edu/item/p16022coll230:4081,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4081,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4081/manifest.json,UMN_ALMA:9943862490001701,p16022coll230:4081,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Geologic map of Dead River area, Michigan","Geologic map of Dead River area, Michigan",,eng,,"The Survey (Washington, D.C)",,Geology,1910,,1910-1910,Michigan,,https://umedia.lib.umn.edu/item/p16022coll230:4071,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4071,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4071/manifest.json,UMN_ALMA:9920763060001701,p16022coll230:4071,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Geologic map of Menominee Iron District, Michigan : revised to January 1, 1909","Geologic map of Menominee Iron District, Michigan : revised to January 1, 1909",,eng,,"U.S. Geological Survey (Washington, D.C)",,Geology,1909,,1909-1909,Michigan,,https://umedia.lib.umn.edu/item/p16022coll230:4076,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4076,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4076/manifest.json,UMN_ALMA:9920768450001701,p16022coll230:4076,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Map of Genesee County, Michigan","Map of Genesee County, Michigan",,eng,,"Standard Map Co (Chicago, Ill)",,,1920 - 1929,,1920 - 1929,Michigan,,https://umedia.lib.umn.edu/item/p16022coll230:4075,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4075,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4075/manifest.json,UMN_ALMA:9931909950001701,p16022coll230:4075,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Michigan and the Great Lakes,Michigan and the Great Lakes,,eng,,Publisher not identified (Boston?),,,1835,,1835-1835,Michigan,,https://umedia.lib.umn.edu/item/p16022coll230:4074,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4074,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4074/manifest.json,UMN_ALMA:9977801691301701,p16022coll230:4074,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Carte des lacs du Canada,Carte des lacs du Canada,,fre,,"Historical Society of Michigan (Ann Arbor, Mich)",,,1976,,1976-1976,Michigan,,https://umedia.lib.umn.edu/item/p16022coll230:4065,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4065,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4065/manifest.json,UMN_ALMA:9973344204201701,p16022coll230:4065,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Farm-forest map of Menominee County,Farm-forest map of Menominee County,,eng,,"Michigan Dept. of Conservation (Lansing, Mich)",,Forests and Forestry|Phytogeography|Land Use,1925,,1925-1925,Michigan,,https://umedia.lib.umn.edu/item/p16022coll230:4026,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4026,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4026/manifest.json,UMN_ALMA:9965395640001701,p16022coll230:4026,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Insurance maps of Minneapolis, Minnesota, 1912, Index","Insurance maps of Minneapolis, Minnesota, 1912, Index",,eng,,"Sanborn Map Company (New York), 1913",,Fire Risk Assessment Minnesota Minneapolis Maps|Real Property Minnesota Minneapolis Maps|Fire Risk Assessment|Real Property|Minneapolis (Minn.) Maps|Minnesota Minneapolis|Fire Insurance Maps|Maps,1912,,1912-1912,"Minneapolis, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll583:975,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll583/id/975,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll583/975/manifest.json,UMN_ALMA:9978376513701701,p16022coll583:975,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Insurance maps of Minneapolis, Minnesota, 1912, Volume 5","Insurance maps of Minneapolis, Minnesota, 1912, Volume 5",,eng,,"Sanborn Map Company (New York), 1913",,Fire Risk Assessment Minnesota Minneapolis Maps|Real Property Minnesota Minneapolis Maps|Fire Risk Assessment|Real Property|Minneapolis (Minn.) Maps|Minnesota Minneapolis|Fire Insurance Maps|Maps,1912,,1912-1912,"Minneapolis, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll583:1090,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll583/id/1090,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll583/1090/manifest.json,UMN_ALMA:9978376513701701,p16022coll583:1090,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Insurance maps of Minneapolis, Minnesota, 1912, Volume 6","Insurance maps of Minneapolis, Minnesota, 1912, Volume 6",,eng,,"Sanborn Map Company (New York), 1913",,Fire Risk Assessment Minnesota Minneapolis Maps|Real Property Minnesota Minneapolis Maps|Fire Risk Assessment|Real Property|Minneapolis (Minn.) Maps|Minnesota Minneapolis|Fire Insurance Maps|Maps,1912,,1912-1912,"Minneapolis, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll583:715,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll583/id/715,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll583/715/manifest.json,UMN_ALMA:9978376513701701,p16022coll583:715,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Insurance maps of Minneapolis, Minnesota, 1912, Volume 7","Insurance maps of Minneapolis, Minnesota, 1912, Volume 7",,eng,,"Sanborn Map Company (New York), 1913",,Fire Risk Assessment Minnesota Minneapolis Maps|Real Property Minnesota Minneapolis Maps|Fire Risk Assessment|Real Property|Minneapolis (Minn.) Maps|Minnesota Minneapolis|Fire Insurance Maps|Maps,1912,,1912-1912,"Minneapolis, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll583:592,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll583/id/592,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll583/592/manifest.json,UMN_ALMA:9978376513701701,p16022coll583:592,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Insurance maps of Minneapolis, Minnesota, 1912, Volume 8","Insurance maps of Minneapolis, Minnesota, 1912, Volume 8",,eng,,"Sanborn Map Company (New York), 1913",,Fire Risk Assessment Minnesota Minneapolis Maps|Real Property Minnesota Minneapolis Maps|Fire Risk Assessment|Real Property|Minneapolis (Minn.) Maps|Minnesota Minneapolis|Fire Insurance Maps|Maps,1912,,1912-1912,"Minneapolis, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll583:812,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll583/id/812,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll583/812/manifest.json,UMN_ALMA:9978376513701701,p16022coll583:812,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"City of Minneapolis election map, 1925","City of Minneapolis election map, 1925",,eng,,"McGill-Warner Co (St. Paul), 1924",,Election Districts,1924,,1924-1924,"Minneapolis, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll245:1097,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/1097,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/1097/manifest.json,UMN_ALMA:9925799590001701,p16022coll245:1097,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
